"""Time (s)"",""Latitude (°)"",""Longitude (°)"",""Height (m)"",""Velocity (m/s)"",""Direction (°)"",""Horizontal Accuracy (m)"",""Vertical Accuracy (m)"""
4.860268615E2,6.507831441E1,2.541353712E1,1.126242819E1,0.000000000E0,NaN,3.790092468E0,2.500000000E0
4.870284990E2,6.507831420E1,2.541354019E1,1.092295113E1,2.199999988E-1,3.110000038E1,3.790092468E0,2.500000000E0
4.880285637E2,6.507831877E1,2.541353967E1,1.066739491E1,8.299999833E-1,3.466000061E2,3.790092468E0,2.500000000E0
4.890288815E2,6.507832571E1,2.541353799E1,1.105996985E1,8.899999857E-1,3.467999878E2,3.790092468E0,2.500000000E0
4.900308069E2,6.507833562E1,2.541353340E1,1.144662275E1,1.480000019E0,3.491000061E2,3.790092468E0,2.500000000E0
4.910304366E2,6.507834570E1,2.541353062E1,1.085555363E1,1.120000005E0,1.000000000E0,3.790092468E0,2.500000000E0
4.920293026E2,6.507835558E1,2.541353408E1,1.089095023E1,1.340000033E0,1.280000019E1,3.790092468E0,2.500000000E0
4.930310040E2,6.507836573E1,2.541354067E1,1.049098335E1,1.299999952E0,2.260000038E1,3.790092468E0,2.500000000E0
4.940305243E2,6.507837440E1,2.541354845E1,1.059193278E1,1.009999990E0,2.289999962E1,3.790092468E0,2.500000000E0
4.950302093E2,6.507838114E1,2.541355632E1,1.048878148E1,9.300000072E-1,2.189999962E1,3.790092468E0,2.500000000E0
4.960273984E2,6.507838711E1,2.541356302E1,1.053888964E1,7.799999714E-1,2.179999924E1,3.790092468E0,2.500000000E0
4.970279973E2,6.507839413E1,2.541358009E1,1.042841517E1,1.639999986E0,4.650000000E1,3.790092468E0,2.500000000E0
4.980295999E2,6.507840182E1,2.541360819E1,1.064093985E1,1.649999976E0,5.629999924E1,3.790092468E0,2.500000000E0
4.990269817E2,6.507840563E1,2.541363847E1,1.040259978E1,1.480000019E0,6.919999695E1,3.790092468E0,2.500000000E0
5.000356537E2,6.507840787E1,2.541366091E1,1.036030430E1,9.900000095E-1,6.300000000E1,3.790092468E0,2.500000000E0
5.010302212E2,6.507841377E1,2.541367688E1,1.025575058E1,1.470000029E0,1.860000038E1,3.790092468E0,2.500000000E0
5.020283298E2,6.507842368E1,2.541369227E1,1.018067506E1,1.470000029E0,2.910000038E1,3.790092468E0,2.500000000E0
5.030360799E2,6.507843477E1,2.541370434E1,9.912910615E0,1.379999995E0,1.960000038E1,3.790092468E0,2.500000000E0
5.040300646E2,6.507844434E1,2.541371757E1,9.929814940E0,1.240000010E0,1.960000038E1,3.790092468E0,2.500000000E0
5.050316687E2,6.507845249E1,2.541372606E1,1.001043997E1,1.059999943E0,7.099999905E0,3.790092468E0,2.500000000E0
5.060281984E2,6.507846268E1,2.541373068E1,9.968077805E0,1.320000052E0,1.150000000E1,3.790092468E0,2.500000000E0
5.070338001E2,6.507847486E1,2.541372865E1,1.026232283E1,1.429999948E0,3.507999878E2,3.790092468E0,2.500000000E0
5.080336914E2,6.507848838E1,2.541372497E1,1.048002898E1,1.539999962E0,3.588999939E2,3.790092468E0,2.500000000E0
5.090317112E2,6.507850104E1,2.541371903E1,1.004679528E1,1.399999976E0,3.468999939E2,3.790092468E0,2.500000000E0
5.100311139E2,6.507851304E1,2.541371079E1,1.004715532E1,1.460000038E0,3.488999939E2,3.790092468E0,2.500000000E0
5.110297851E2,6.507852456E1,2.541370261E1,1.020254486E1,1.320000052E0,3.428999939E2,3.790092468E0,2.500000000E0
5.120296788E2,6.507853589E1,2.541369810E1,1.003377724E1,1.370000005E0,3.560000000E2,3.790092468E0,2.500000000E0
5.130308758E2,6.507854711E1,2.541369544E1,9.971088997E0,1.299999952E0,3.567000122E2,3.790092468E0,2.500000000E0
5.140312083E2,6.507855842E1,2.541369251E1,1.024757305E1,1.330000043E0,3.571000061E2,3.790092468E0,2.500000000E0
5.150306941E2,6.507857037E1,2.541369370E1,1.025025364E1,1.460000038E0,4.199999809E0,3.790092468E0,2.500000000E0
5.160339342E2,6.507858271E1,2.541369978E1,1.084406017E1,1.399999976E0,1.530000019E1,3.790092468E0,2.500000000E0
5.170320458E2,6.507859483E1,2.541370900E1,1.091406348E1,1.299999952E0,1.650000000E1,3.790092468E0,2.500000000E0
5.180309965E2,6.507860782E1,2.541371504E1,1.112243272E1,1.490000010E0,4.599999905E0,3.790092468E0,2.500000000E0
5.190321276E2,6.507862085E1,2.541371582E1,1.097521045E1,1.360000014E0,3.547000122E2,3.790092468E0,2.500000000E0
5.200306394E2,6.507863334E1,2.541370996E1,1.129643239E1,1.379999995E0,3.472999878E2,3.790092468E0,2.500000000E0
5.210286591E2,6.507864597E1,2.541369879E1,1.156223368E1,1.460000038E0,3.397999878E2,3.790092468E0,2.500000000E0
5.220309255E2,6.507865951E1,2.541368542E1,1.212167443E1,1.490000010E0,3.395000000E2,3.790092468E0,2.500000000E0
5.230329312E2,6.507867298E1,2.541367406E1,1.246914038E1,1.399999976E0,3.522999878E2,3.790092468E0,2.500000000E0
5.240322482E2,6.507868732E1,2.541367382E1,1.231135834E1,1.639999986E0,3.522999878E2,3.790092468E0,2.500000000E0
5.250340454E2,6.507870214E1,2.541367687E1,1.292054428E1,1.419999957E0,3.577000122E2,3.790092468E0,2.500000000E0
5.260312604E2,6.507871628E1,2.541367949E1,1.324555078E1,1.389999986E0,4.900000095E0,3.790092468E0,2.500000000E0
5.270328017E2,6.507872904E1,2.541368000E1,1.336901951E1,1.169999957E0,3.513999939E2,3.790092468E0,2.500000000E0
5.280324939E2,6.507873687E1,2.541368185E1,1.345965360E1,4.600000083E-1,3.522999878E2,3.790092468E0,2.500000000E0
5.290317893E2,6.507873916E1,2.541369300E1,1.318304271E1,0.000000000E0,NaN,3.790092468E0,2.500000000E0
5.300331271E2,6.507874132E1,2.541369599E1,1.295647967E1,2.700000107E-1,3.522999878E2,3.790092468E0,2.500000000E0
5.310291230E2,6.507874701E1,2.541369644E1,1.312786401E1,7.699999809E-1,3.523999939E2,3.790092468E0,2.500000000E0
5.320341298E2,6.507875713E1,2.541369713E1,1.357774991E1,1.330000043E0,4.000000060E-1,3.790092468E0,2.500000000E0
5.330333680E2,6.507876970E1,2.541369580E1,1.402641380E1,1.370000005E0,3.599989929E2,3.790092468E0,2.500000000E0
5.340349685E2,6.507878326E1,2.541369482E1,1.428104655E1,1.500000000E0,1.200000048E0,3.790092468E0,2.500000000E0
5.350325775E2,6.507879813E1,2.541369328E1,1.466708736E1,1.610000014E0,4.000000060E-1,3.790092468E0,2.500000000E0
5.360301985E2,6.507881204E1,2.541369109E1,1.437514998E1,1.389999986E0,6.000000238E-1,3.790092468E0,2.500000000E0
5.370340678E2,6.507882509E1,2.541368865E1,1.436879644E1,1.429999948E0,3.592000122E2,3.790092468E0,2.500000000E0
5.380300226E2,6.507883782E1,2.541368399E1,1.429078747E1,1.350000024E0,3.578999939E2,3.790092468E0,2.500000000E0
5.390326720E2,6.507885027E1,2.541368055E1,1.419953415E1,1.370000005E0,2.000000030E-1,3.790092468E0,2.500000000E0
5.400347108E2,6.507886220E1,2.541367797E1,1.431348136E1,1.330000043E0,1.000000000E0,3.790092468E0,2.500000000E0
5.410304598E2,6.507887353E1,2.541367461E1,1.438922072E1,1.240000010E0,5.000000000E-1,3.790092468E0,2.500000000E0
5.420308579E2,6.507888412E1,2.541366950E1,1.429760177E1,1.200000048E0,3.548999939E2,3.790092468E0,2.500000000E0
5.430302916E2,6.507889554E1,2.541366288E1,1.404185874E1,1.389999986E0,3.552000122E2,3.790092468E0,2.500000000E0
5.440298942E2,6.507890772E1,2.541365846E1,1.393943598E1,1.360000014E0,3.596000061E2,3.790092468E0,2.500000000E0
5.450345780E2,6.507891937E1,2.541365528E1,1.398624456E1,1.289999962E0,3.577000122E2,3.790092468E0,2.500000000E0
5.460347595E2,6.507893148E1,2.541365195E1,1.410629511E1,1.399999976E0,2.000000030E-1,3.790092468E0,2.500000000E0
5.470301692E2,6.507894349E1,2.541364856E1,1.444155566E1,1.309999943E0,3.582000122E2,3.790092468E0,2.500000000E0
5.480350139E2,6.507895554E1,2.541364758E1,1.435359872E1,1.330000043E0,3.400000095E0,3.790092468E0,2.500000000E0
5.490326392E2,6.507896667E1,2.541364732E1,1.473634539E1,1.159999967E0,4.699999809E0,3.790092468E0,2.500000000E0
5.500312011E2,6.507897757E1,2.541364654E1,1.435883819E1,1.269999981E0,3.586000061E2,3.790092468E0,2.500000000E0
5.510350591E2,6.507898830E1,2.541364375E1,1.444898217E1,1.110000014E0,3.578999939E2,3.790092468E0,2.500000000E0
5.520344142E2,6.507899959E1,2.541364333E1,1.456921655E1,1.379999995E0,1.130000019E1,3.790092468E0,2.500000000E0
5.530346597E2,6.507901110E1,2.541364933E1,1.464990087E1,1.330000043E0,2.029999924E1,3.790092468E0,2.500000000E0
5.540325875E2,6.507901994E1,2.541365919E1,1.452300625E1,9.399999976E-1,1.230000019E1,3.790092468E0,2.500000000E0
5.550324293E2,6.507902955E1,2.541366943E1,1.478649222E1,1.440000057E0,2.470000076E1,3.790092468E0,2.500000000E0
5.560359472E2,6.507904133E1,2.541368357E1,1.464153049E1,1.480000019E0,2.460000038E1,3.790092468E0,2.500000000E0
5.570352135E2,6.507905187E1,2.541369680E1,1.479649593E1,1.250000000E0,2.679999924E1,3.790092468E0,2.500000000E0
5.580356297E2,6.507906179E1,2.541370843E1,1.523448145E1,1.269999981E0,2.920000076E1,3.790092468E0,2.500000000E0
5.590335824E2,6.507907237E1,2.541372266E1,1.511423948E1,1.360000014E0,2.760000038E1,3.790092468E0,2.500000000E0
5.600335994E2,6.507908180E1,2.541374132E1,1.555112747E1,1.429999948E0,4.000000000E1,3.790092468E0,2.500000000E0
5.610302281E2,6.507908762E1,2.541376784E1,1.516093061E1,1.399999976E0,6.500000000E1,3.790092468E0,2.500000000E0
5.620318463E2,6.507908889E1,2.541380163E1,1.515232842E1,1.570000052E0,8.559999847E1,3.790092468E0,2.500000000E0
5.630322145E2,6.507908775E1,2.541383617E1,1.507286553E1,1.480000019E0,9.330000305E1,3.790092468E0,2.500000000E0
5.640302084E2,6.507908627E1,2.541387376E1,1.414440415E1,1.820000052E0,9.330000305E1,3.790092468E0,2.500000000E0
5.650323153E2,6.507908468E1,2.541390696E1,1.364239490E1,1.110000014E0,9.330000305E1,3.790092468E0,2.500000000E0
5.660334947E2,6.507908370E1,2.541393713E1,1.309619555E1,1.350000024E0,9.550000000E1,3.790092468E0,2.500000000E0
5.670312782E2,6.507908132E1,2.541396874E1,1.266309512E1,1.350000024E0,1.060999985E2,3.790092468E0,2.500000000E0
5.680298096E2,6.507907919E1,2.541399443E1,1.288361933E1,1.000000000E0,1.020999985E2,3.790092468E0,2.500000000E0
5.690279396E2,6.507907799E1,2.541401980E1,1.249116702E1,1.220000029E0,9.430000305E1,3.790092468E0,2.500000000E0
5.700297443E2,6.507907686E1,2.541404747E1,1.158461585E1,1.149999976E0,9.450000000E1,3.790092468E0,2.500000000E0
5.710283742E2,6.507907704E1,2.541407267E1,1.121389144E1,9.399999976E-1,8.830000305E1,3.790092468E0,2.500000000E0
5.720313267E2,6.507907922E1,2.541410060E1,1.108163088E1,1.360000014E0,8.069999695E1,3.790092468E0,2.500000000E0
5.730289201E2,6.507908085E1,2.541413177E1,1.114804041E1,1.289999962E0,8.380000305E1,3.790092468E0,2.500000000E0
5.740326950E2,6.507908033E1,2.541416270E1,1.107553480E1,1.289999962E0,7.500000000E1,3.790092468E0,2.500000000E0
5.750321480E2,6.507907840E1,2.541419586E1,1.110715606E1,1.419999957E0,9.380000305E1,3.790092468E0,2.500000000E0
5.760300012E2,6.507907604E1,2.541422911E1,1.137321355E1,1.419999957E0,9.669999695E1,3.790092468E0,2.500000000E0
5.770309962E2,6.507907424E1,2.541426305E1,1.110844814E1,1.450000048E0,9.709999847E1,3.790092468E0,2.500000000E0
5.780338405E2,6.507907136E1,2.541429465E1,1.071575320E1,1.389999986E0,1.113000031E2,3.790092468E0,2.500000000E0
5.790329655E2,6.507906701E1,2.541432312E1,1.046563661E1,1.299999952E0,1.114000015E2,3.790092468E0,2.500000000E0
5.800340570E2,6.507906380E1,2.541434815E1,1.094672027E1,1.019999981E0,1.016999969E2,3.790092468E0,2.500000000E0
5.810412536E2,6.507906001E1,2.541437133E1,1.027942748E1,1.029999971E0,1.034000015E2,3.790092468E0,2.500000000E0
5.820283543E2,6.507905661E1,2.541439251E1,9.343457504E0,7.400000095E-1,1.041999969E2,3.790092468E0,2.500000000E0
5.830294611E2,6.507905374E1,2.541441329E1,9.212907177E0,9.399999976E-1,1.044000015E2,3.790092468E0,2.500000000E0
5.840310440E2,6.507905171E1,2.541444094E1,9.718282658E0,1.340000033E0,9.650000000E1,3.790092468E0,2.500000000E0
5.850304149E2,6.507905229E1,2.541447173E1,9.591333207E0,1.179999948E0,9.619999695E1,3.790092468E0,2.500000000E0
5.860302766E2,6.507905284E1,2.541450351E1,9.060148055E0,1.399999976E0,9.619999695E1,3.790092468E0,2.500000000E0
5.870351302E2,6.507905179E1,2.541453757E1,9.274142098E0,1.470000029E0,9.940000153E1,3.790092468E0,2.500000000E0
5.880312956E2,6.507905077E1,2.541457069E1,9.495643333E0,1.370000005E0,9.630000305E1,3.790092468E0,2.500000000E0
5.890313844E2,6.507904981E1,2.541460200E1,9.304485621E0,1.480000019E0,9.550000000E1,3.790092468E0,2.500000000E0
5.900368980E2,6.507904982E1,2.541463190E1,9.386459639E0,1.340000033E0,9.369999695E1,3.790092468E0,2.500000000E0
5.910321652E2,6.507904944E1,2.541466289E1,9.121510135E0,1.470000029E0,9.750000000E1,3.790092468E0,2.500000000E0
5.920335260E2,6.507904897E1,2.541469438E1,9.001702334E0,1.320000052E0,9.490000153E1,3.790092468E0,2.500000000E0
5.930305015E2,6.507904919E1,2.541472528E1,8.690121703E0,1.379999995E0,9.259999847E1,3.790092468E0,2.500000000E0
5.940319989E2,6.507904981E1,2.541475628E1,8.509583394E0,1.320000052E0,9.050000000E1,3.790092468E0,2.500000000E0
5.950322085E2,6.507905047E1,2.541478692E1,8.510380471E0,1.340000033E0,9.250000000E1,3.790092468E0,2.500000000E0
5.960334256E2,6.507905046E1,2.541481733E1,8.570748118E0,1.429999948E0,9.400000000E1,3.790092468E0,2.500000000E0
5.970303526E2,6.507904993E1,2.541484730E1,8.755688684E0,1.360000014E0,9.830000305E1,3.790092468E0,2.500000000E0
5.980318939E2,6.507904951E1,2.541487576E1,9.154496198E0,1.289999962E0,1.011999969E2,3.790092468E0,2.500000000E0
5.990316893E2,6.507904808E1,2.541490301E1,9.370015415E0,1.200000048E0,1.013000031E2,3.790092468E0,2.500000000E0
6.000338204E2,6.507904717E1,2.541492888E1,9.368432184E0,1.240000010E0,9.890000153E1,3.790092468E0,2.500000000E0
6.010302643E2,6.507904606E1,2.541495318E1,9.178616416E0,1.149999976E0,9.930000305E1,3.790092468E0,2.500000000E0
6.020362263E2,6.507904485E1,2.541498002E1,9.067414295E0,1.440000057E0,9.790000153E1,3.790092468E0,2.500000000E0
6.030287967E2,6.507904350E1,2.541500786E1,8.929417928E0,1.360000014E0,9.550000000E1,3.790092468E0,2.500000000E0
6.040320050E2,6.507904022E1,2.541504088E1,9.000956735E0,1.870000005E0,9.550000000E1,3.790092468E0,2.500000000E0
6.050341869E2,6.507903836E1,2.541506965E1,8.925521738E0,1.200000048E0,9.709999847E1,3.790092468E0,2.500000000E0
6.060342645E2,6.507903769E1,2.541509260E1,9.002917524E0,1.210000038E0,9.440000153E1,3.790092468E0,2.500000000E0
6.070343779E2,6.507903834E1,2.541511858E1,8.676016259E0,1.429999948E0,8.790000153E1,3.790092468E0,2.500000000E0
6.080307845E2,6.507903908E1,2.541514706E1,8.605401894E0,1.360000014E0,9.350000000E1,3.790092468E0,2.500000000E0
6.090299105E2,6.507903952E1,2.541517259E1,8.883786305E0,1.110000014E0,9.690000153E1,3.790092468E0,2.500000000E0
6.100319300E2,6.507903911E1,2.541519842E1,9.128113500E0,1.259999990E0,9.509999847E1,3.790092468E0,2.500000000E0
6.110299322E2,6.507903892E1,2.541522554E1,9.724247405E0,1.179999948E0,8.919999695E1,3.790092468E0,2.500000000E0
6.120291546E2,6.507903826E1,2.541525220E1,9.756233503E0,1.289999962E0,9.580000305E1,3.790092468E0,2.500000000E0
6.130299998E2,6.507903658E1,2.541527750E1,9.538891250E0,1.179999948E0,9.680000305E1,3.790092468E0,2.500000000E0
6.140332910E2,6.507903259E1,2.541529860E1,9.183365852E0,1.110000014E0,9.690000153E1,3.790092468E0,2.500000000E0
6.150302745E2,6.507902891E1,2.541532108E1,9.766011884E0,1.250000000E0,9.330000305E1,3.790092468E0,2.500000000E0
6.160324226E2,6.507902630E1,2.541534332E1,9.540307820E0,1.149999976E0,9.330000305E1,3.790092468E0,2.500000000E0
6.170303219E2,6.507902554E1,2.541536611E1,9.129117198E0,1.210000038E0,9.740000153E1,3.790092468E0,2.500000000E0
6.180307440E2,6.507902592E1,2.541539170E1,9.333282892E0,1.370000005E0,9.190000153E1,3.790092468E0,2.500000000E0
6.190319385E2,6.507902618E1,2.541541741E1,9.292148360E0,1.269999981E0,9.119999695E1,3.790092468E0,2.500000000E0
6.200293365E2,6.507902628E1,2.541544097E1,9.207739696E0,1.059999943E0,8.940000153E1,3.790092468E0,2.500000000E0
6.210295255E2,6.507902576E1,2.541546286E1,8.924051299E0,1.019999981E0,9.550000000E1,3.790092468E0,2.500000000E0
6.220312486E2,6.507902331E1,2.541548639E1,9.043501139E0,1.220000029E0,1.031999969E2,3.790092468E0,2.500000000E0
6.230301766E2,6.507902023E1,2.541551361E1,9.142504941E0,1.399999976E0,1.033000031E2,3.790092468E0,2.500000000E0
6.240330640E2,6.507901717E1,2.541554451E1,9.120415452E0,1.509999990E0,1.038000031E2,3.790092468E0,2.500000000E0
6.250313671E2,6.507901444E1,2.541557667E1,9.053892389E0,1.480000019E0,9.950000000E1,3.790092468E0,2.500000000E0
6.260317405E2,6.507901312E1,2.541560645E1,8.765932876E0,1.279999971E0,9.650000000E1,3.790092468E0,2.500000000E0
6.270313799E2,6.507901216E1,2.541563452E1,8.587897307E0,1.259999990E0,9.450000000E1,3.790092468E0,2.500000000E0
6.280316204E2,6.507901131E1,2.541566318E1,8.694773877E0,1.289999962E0,9.340000153E1,3.790092468E0,2.500000000E0
6.290308556E2,6.507901119E1,2.541569285E1,8.679030635E0,1.279999971E0,8.859999847E1,3.790092468E0,2.500000000E0
6.300307926E2,6.507901250E1,2.541572251E1,8.806414225E0,1.299999952E0,8.680000305E1,3.790092468E0,2.500000000E0
6.310303663E2,6.507901248E1,2.541575113E1,8.619284088E0,1.190000057E0,8.909999847E1,3.790092468E0,2.500000000E0
6.320286372E2,6.507900972E1,2.541578145E1,8.620815002E0,1.500000000E0,9.959999847E1,3.790092468E0,2.500000000E0
6.330279633E2,6.507900598E1,2.541581325E1,8.756135585E0,1.399999976E0,1.013000031E2,3.790092468E0,2.500000000E0
6.340301570E2,6.507900387E1,2.541584135E1,8.546972580E0,1.230000019E0,8.380000305E1,3.790092468E0,2.500000000E0
6.350305658E2,6.507900278E1,2.541586901E1,8.402567386E0,1.330000043E0,8.790000153E1,3.790092468E0,2.500000000E0
6.360313031E2,6.507900184E1,2.541590193E1,8.622847856E0,1.759999990E0,8.959999847E1,3.790092468E0,2.500000000E0
6.370319553E2,6.507900050E1,2.541593091E1,8.530872135E0,1.059999943E0,9.609999847E1,3.790092468E0,2.500000000E0
6.380291829E2,6.507899837E1,2.541595625E1,8.607719529E0,1.240000010E0,9.690000153E1,3.790092468E0,2.500000000E0
6.390333438E2,6.507899547E1,2.541598566E1,8.859372457E0,1.419999957E0,9.959999847E1,3.790092468E0,2.500000000E0
6.400331183E2,6.507899207E1,2.541601623E1,9.447939807E0,1.389999986E0,1.006999969E2,3.790092468E0,2.500000000E0
6.410356026E2,6.507898785E1,2.541604865E1,9.902596609E0,1.590000033E0,1.041999969E2,3.790092468E0,2.500000000E0
6.420292960E2,6.507898299E1,2.541608236E1,9.177749452E0,1.490000010E0,1.061999969E2,3.790092468E0,2.500000000E0
6.430314405E2,6.507897918E1,2.541611198E1,8.775777305E0,1.220000029E0,1.040000000E2,3.790092468E0,2.500000000E0
6.440303562E2,6.507897668E1,2.541613971E1,8.824610023E0,1.299999952E0,9.980000305E1,3.790092468E0,2.500000000E0
6.450308144E2,6.507897558E1,2.541616654E1,8.914457656E0,1.070000052E0,9.450000000E1,3.790092468E0,2.500000000E0
